table_name,record_id,metric_key,module,current_label,current_value,frontend_text_found,frontend_file_path,recommended_label,confidence_level,reason,requires_review,possible_risk
public.ingestion_data,257f82bf-8629-4cf7-9a6d-6f0a7585fa90,gp_modules_gp_views_gp_mockups_081,gp,"$50,000","$50,000","4-05 N/A 25 Ayesha Khalid Ayesha Khalid Entity 4800 Atlantic Blvd LLC $50,000 0.83% Yes 2024-03-04 N/A 26",modules/Gp/views/gp mockups.html,"4-05 N/A 25 Ayesha Khalid Ayesha Khalid Entity 4800 Atlantic Blvd LLC $50,000 0.83% Yes 2024-03-04 N/A 26",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,c99c57a7-2991-4067-b80e-ebce77bd3d54,gp_modules_gp_views_gp_mockups_082,gp,0.83%,0.83%,"Yes 2024-03-04 N/A 26 Ayesha Khalid Ayesha Khalid Solo 401K N/A $50,000 0.83% Yes 2024-03-22 N/A <th scope=""",modules/Gp/views/gp mockups.html,"Yes 2024-03-04 N/A 26 Ayesha Khalid Ayesha Khalid Solo 401K N/A $50,000 0.83% Yes 2024-03-22 N/A <th scope=""",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,2ff15dcb-249a-4eb1-b2ec-2a8d9ebe443d,gp_modules_gp_views_gp_mockups_083,gp,"$50,000","$50,000","2024-03-04 N/A 26 Ayesha Khalid Ayesha Khalid Solo 401K N/A $50,000 0.83% Yes 2024-03-22 N/A 27",modules/Gp/views/gp mockups.html,"2024-03-04 N/A 26 Ayesha Khalid Ayesha Khalid Solo 401K N/A $50,000 0.83% Yes 2024-03-22 N/A 27",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,84dcd6a4-4e45-497f-83b6-c910129f4d32,gp_modules_gp_views_gp_mockups_084,gp,0.83%,0.83%,"2024-03-22 N/A 27 Andrea Metz Ayesha Khalid IRA SDIRA Directed Trust Company $50,000 0.83% Yes 2024-03-22 N/A <th scope=""",modules/Gp/views/gp mockups.html,"2024-03-22 N/A 27 Andrea Metz Ayesha Khalid IRA SDIRA Directed Trust Company $50,000 0.83% Yes 2024-03-22 N/A <th scope=""",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,64e90698-1df0-4b04-a03e-4e79637bfda5,gp_modules_gp_views_gp_mockups_085,gp,"$50,000","$50,000","-22 N/A 27 Andrea Metz Ayesha Khalid IRA SDIRA Directed Trust Company $50,000 0.83% Yes 2024-03-22 N/A 28",modules/Gp/views/gp mockups.html,"-22 N/A 27 Andrea Metz Ayesha Khalid IRA SDIRA Directed Trust Company $50,000 0.83% Yes 2024-03-22 N/A 28",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,b3e9ecd8-c995-4cdb-822e-22496d5a4d7a,gp_modules_gp_views_gp_mockups_086,gp,0.83%,0.83%,"d> 2024-03-22 N/A 28 Abel Contreras Ayesha Khalid Entity Horizon Network Group LLC $60,000 0.99% Yes 2024-03-21 N/A <tbody aria",modules/Gp/views/gp mockups.html,"d> 2024-03-22 N/A 28 Abel Contreras Ayesha Khalid Entity Horizon Network Group LLC $60,000 0.99% Yes 2024-03-21 N/A <tbody aria",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,74ef3276-6c25-42fd-aef1-a71dd236129d,gp_modules_gp_views_gp_mockups_087,gp,"$60,000","$60,000","N/A 28 Abel Contreras Ayesha Khalid Entity Horizon Network Group LLC $60,000 0.99% Yes 2024-03-21 N/A",modules/Gp/views/gp mockups.html,"N/A 28 Abel Contreras Ayesha Khalid Entity Horizon Network Group LLC $60,000 0.99% Yes 2024-03-21 N/A",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,1acd06d8-753f-4325-9b46-162f4680885e,gp_modules_gp_views_gp_mockups_088,gp,0.99%,0.99%,"GP GROUP: PAUL LANDMAN 29 Paul Landman Paul Landman IRA N/A $150,000 2.48% Pending 2024-03-01 N/A <th sc",modules/Gp/views/gp mockups.html,"GP GROUP: PAUL LANDMAN 29 Paul Landman Paul Landman IRA N/A $150,000 2.48% Pending 2024-03-01 N/A <th sc",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,73f25366-7534-4db6-9e66-a4d4d86f3be8,gp_modules_gp_views_gp_mockups_089,gp,"$150,000","$150,000","ow""> GP GROUP: PAUL LANDMAN 29 Paul Landman Paul Landman IRA N/A $150,000 2.48% Pending 2024-03-01 N/A 30",modules/Gp/views/gp mockups.html,"ow""> GP GROUP: PAUL LANDMAN 29 Paul Landman Paul Landman IRA N/A $150,000 2.48% Pending 2024-03-01 N/A 30",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,63d0eb5e-2102-44eb-9ab1-de94ab597367,gp_modules_gp_views_gp_mockups_090,gp,2.48%,2.48%,"Pending 2024-03-01 N/A 30 Anirudh Rathi Paul Landman Individual N/A $25,000 0.41% Yes N/A N/A 31",modules/Gp/views/gp mockups.html,"Pending 2024-03-01 N/A 30 Anirudh Rathi Paul Landman Individual N/A $25,000 0.41% Yes N/A N/A 31",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,f7bc09e2-d491-49b8-bd3a-0fe7c0a4a7a1,gp_modules_gp_views_gp_mockups_091,gp,"$25,000","$25,000","2024-03-01 N/A 30 Anirudh Rathi Paul Landman Individual N/A $25,000 0.41% Yes N/A N/A 31 Akshay",modules/Gp/views/gp mockups.html,"2024-03-01 N/A 30 Anirudh Rathi Paul Landman Individual N/A $25,000 0.41% Yes N/A N/A 31 Akshay",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,60e6de49-043c-4b33-8a5e-add54234b65b,gp_modules_gp_views_gp_mockups_092,gp,0.41%,0.41%,"Yes N/A N/A 31 Akshay Shah Paul Landman Individual N/A $25,000 0.41% Yes N/A N/A 32",modules/Gp/views/gp mockups.html,"Yes N/A N/A 31 Akshay Shah Paul Landman Individual N/A $25,000 0.41% Yes N/A N/A 32",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,9cc14851-a210-4c75-a91c-1437e49ce717,gp_modules_gp_views_gp_mockups_093,gp,"$25,000","$25,000","N/A N/A 31 Akshay Shah Paul Landman Individual N/A $25,000 0.41% Yes N/A N/A 32 Ron Lan",modules/Gp/views/gp mockups.html,"N/A N/A 31 Akshay Shah Paul Landman Individual N/A $25,000 0.41% Yes N/A N/A 32 Ron Lan",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,2bff5836-d197-4995-bab4-fc75e1fb81bf,gp_modules_gp_views_gp_mockups_094,gp,0.41%,0.41%,"Yes N/A N/A 32 Ron Landman Paul Landman IRA Equity Trust $25,000 0.41% Pending 2024-04-01 N/A <th sco",modules/Gp/views/gp mockups.html,"Yes N/A N/A 32 Ron Landman Paul Landman IRA Equity Trust $25,000 0.41% Pending 2024-04-01 N/A <th sco",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,6dd69565-a90a-43f1-81d4-a14ab539814e,gp_modules_gp_views_gp_mockups_095,gp,"$25,000","$25,000","N/A N/A 32 Ron Landman Paul Landman IRA Equity Trust $25,000 0.41% Pending 2024-04-01 N/A 33",modules/Gp/views/gp mockups.html,"N/A N/A 32 Ron Landman Paul Landman IRA Equity Trust $25,000 0.41% Pending 2024-04-01 N/A 33",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,e43bb6b2-6cc9-4bf9-8fd2-22cad706f623,gp_modules_gp_views_gp_mockups_096,gp,0.41%,0.41%,"Pending 2024-04-01 N/A 33 Amit Menipaz Paul Landman IRA N/A $25,000 0.41% Yes 2024-03-01 N/A <tbody aria",modules/Gp/views/gp mockups.html,"Pending 2024-04-01 N/A 33 Amit Menipaz Paul Landman IRA N/A $25,000 0.41% Yes 2024-03-01 N/A <tbody aria",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,f56c3b2f-6382-4a83-a2ed-c57b5f8bc2ac,gp_modules_gp_views_gp_mockups_097,gp,"$25,000","$25,000","2024-04-01 N/A 33 Amit Menipaz Paul Landman IRA N/A $25,000 0.41% Yes 2024-03-01 N/A",modules/Gp/views/gp mockups.html,"2024-04-01 N/A 33 Amit Menipaz Paul Landman IRA N/A $25,000 0.41% Yes 2024-03-01 N/A",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,fd47e692-07f2-4170-8380-e2ef1d95e4b7,gp_modules_gp_views_gp_mockups_098,gp,0.41%,0.41%,"oup"" colspan=""10"">GP GROUP: VCP + PARTNERS GROUP (VIRENDRA PATEL GROUP) 34 Virendra Patel VCP + Partners Individual N/A See note 32.88% Mgr Entity Yes N/A 32.88% of Manager Entity (RED RAIDER 45 MGR LLC) per 2024 K-1",modules/Gp/views/gp mockups.html,"oup"" colspan=""10"">GP GROUP: VCP + PARTNERS GROUP (VIRENDRA PATEL GROUP) 34 Virendra Patel VCP + Partners Individual N/A See note 32.88% Mgr Entity Yes N/A 32.88% of Manager Entity (RED RAIDER 45 MGR LLC) per 2024 K-1",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,e3f95c14-fd0d-46ac-b96c-58fecb827068,gp_modules_gp_views_gp_mockups_099,gp,32.88%,32.88%,34 Virendra Patel VCP + Partners Individual N/A See note 32.88% Mgr Entity Yes N/A 32.88% of Manager Entity (RED RAIDER 45 MGR LLC) per 2024 K-1 35 BLISS GROUP LLC (Bhavin Parikh) VCP + Partne,modules/Gp/views/gp mockups.html,34 Virendra Patel VCP + Partners Individual N/A See note 32.88% Mgr Entity Yes N/A 32.88% of Manager Entity (RED RAIDER 45 MGR LLC) per 2024 K-1 35 BLISS GROUP LLC (Bhavin Parikh) VCP + Partne,low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,a678f535-5808-4471-9faa-00cb808743d2,gp_modules_gp_views_gp_mockups_100,gp,32.88%,32.88%,88% of Manager Entity (RED RAIDER 45 MGR LLC) per 2024 K-1 35 BLISS GROUP LLC (Bhavin Parikh) VCP + Partners Entity N/A See note 4.92% Mgr Entity Yes N/A 4.92% of Manager Entity; linked to Bhavin Parikh via EIN notice,modules/Gp/views/gp mockups.html,88% of Manager Entity (RED RAIDER 45 MGR LLC) per 2024 K-1 35 BLISS GROUP LLC (Bhavin Parikh) VCP + Partners Entity N/A See note 4.92% Mgr Entity Yes N/A 4.92% of Manager Entity; linked to Bhavin Parikh via EIN notice,low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,a91dbfb0-554c-4e81-916b-3c65636dd975,gp_modules_gp_views_gp_mockups_101,gp,4.92%,4.92%,"h scope=""row"">35 BLISS GROUP LLC (Bhavin Parikh) VCP + Partners Entity N/A See note 4.92% Mgr Entity Yes N/A 4.92% of Manager Entity; linked to Bhavin Parikh via EIN notice 36 Edward Sittler VCP + Partners",modules/Gp/views/gp mockups.html,"h scope=""row"">35 BLISS GROUP LLC (Bhavin Parikh) VCP + Partners Entity N/A See note 4.92% Mgr Entity Yes N/A 4.92% of Manager Entity; linked to Bhavin Parikh via EIN notice 36 Edward Sittler VCP + Partners",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,18291858-bda3-40e6-a900-2c2995ef03bf,gp_modules_gp_views_gp_mockups_102,gp,4.92%,4.92%,"e-cell"">4.92% of Manager Entity; linked to Bhavin Parikh via EIN notice 36 Edward Sittler VCP + Partners Individual N/A See note 10.00% Mgr Entity Yes N/A 10.00% of Manager Entity per 2024 K-1 <th scope=",modules/Gp/views/gp mockups.html,"e-cell"">4.92% of Manager Entity; linked to Bhavin Parikh via EIN notice 36 Edward Sittler VCP + Partners Individual N/A See note 10.00% Mgr Entity Yes N/A 10.00% of Manager Entity per 2024 K-1 <th scope=",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,f74f8837-ad4f-4400-8085-d36b7019caa3,gp_modules_gp_views_gp_mockups_103,gp,10.00%,10.00%,36 Edward Sittler VCP + Partners Individual N/A See note 10.00% Mgr Entity Yes N/A 10.00% of Manager Entity per 2024 K-1 37 4800 Atlantic Blvd VCP Holdings LLC VCP + Partners,modules/Gp/views/gp mockups.html,36 Edward Sittler VCP + Partners Individual N/A See note 10.00% Mgr Entity Yes N/A 10.00% of Manager Entity per 2024 K-1 37 4800 Atlantic Blvd VCP Holdings LLC VCP + Partners,low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,17064ae7-aee8-4012-ae6d-a633813bf0d0,gp_modules_gp_views_gp_mockups_104,gp,10.00%,10.00%,"s=""gp-note-cell"">10.00% of Manager Entity per 2024 K-1 37 4800 Atlantic Blvd VCP Holdings LLC VCP + Partners Entity N/A See note 41.37% Mgr Entity Yes N/A 41.37% of Manager Entity; also holds 12.41% GP project interest per Side Letter",modules/Gp/views/gp mockups.html,"s=""gp-note-cell"">10.00% of Manager Entity per 2024 K-1 37 4800 Atlantic Blvd VCP Holdings LLC VCP + Partners Entity N/A See note 41.37% Mgr Entity Yes N/A 41.37% of Manager Entity; also holds 12.41% GP project interest per Side Letter",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,d55f5b33-ccd9-4a85-91db-04682e71aecb,gp_modules_gp_views_gp_mockups_105,gp,41.37%,41.37%,"pe=""row"">37 4800 Atlantic Blvd VCP Holdings LLC VCP + Partners Entity N/A See note 41.37% Mgr Entity Yes N/A 41.37% of Manager Entity; also holds 12.41% GP project interest per Side Letter 38 Bluesurf Holdings, LLC VCP",modules/Gp/views/gp mockups.html,"pe=""row"">37 4800 Atlantic Blvd VCP Holdings LLC VCP + Partners Entity N/A See note 41.37% Mgr Entity Yes N/A 41.37% of Manager Entity; also holds 12.41% GP project interest per Side Letter 38 Bluesurf Holdings, LLC VCP",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,16b5e909-6c6e-44cb-817b-30f843cde4fb,gp_modules_gp_views_gp_mockups_106,gp,41.37%,41.37%,"4800 Atlantic Blvd VCP Holdings LLC VCP + Partners Entity N/A See note 41.37% Mgr Entity Yes N/A 41.37% of Manager Entity; also holds 12.41% GP project interest per Side Letter 38 Bluesurf Holdings, LLC VCP + Partners",modules/Gp/views/gp mockups.html,"4800 Atlantic Blvd VCP Holdings LLC VCP + Partners Entity N/A See note 41.37% Mgr Entity Yes N/A 41.37% of Manager Entity; also holds 12.41% GP project interest per Side Letter 38 Bluesurf Holdings, LLC VCP + Partners",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,75c0d568-7e8e-45d2-8ad3-fd19e0a7ba7b,gp_modules_gp_views_gp_mockups_107,gp,12.41%,12.41%,"nager Entity; also holds 12.41% GP project interest per Side Letter 38 Bluesurf Holdings, LLC VCP + Partners Entity N/A See note 2.03% Mgr Entity Yes N/A 2.03% of Manager Entity per 2024 K-1",modules/Gp/views/gp mockups.html,"nager Entity; also holds 12.41% GP project interest per Side Letter 38 Bluesurf Holdings, LLC VCP + Partners Entity N/A See note 2.03% Mgr Entity Yes N/A 2.03% of Manager Entity per 2024 K-1",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,33d063ae-207e-48b0-b530-2e74b8e4c2d7,gp_modules_gp_views_gp_mockups_108,gp,2.03%,2.03%,"38 Bluesurf Holdings, LLC VCP + Partners Entity N/A See note 2.03% Mgr Entity Yes N/A 2.03% of Manager Entity per 2024 K-1 TOTAL VCP + Partners (wired as single block)",modules/Gp/views/gp mockups.html,"38 Bluesurf Holdings, LLC VCP + Partners Entity N/A See note 2.03% Mgr Entity Yes N/A 2.03% of Manager Entity per 2024 K-1 TOTAL VCP + Partners (wired as single block)",low,No clean label found; using nearby visible text for manual review.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,9a37df70-d6f4-428e-9bfe-d83b35f69d79,gp_modules_gp_views_gp_mockups_109,gp,2.03%,2.03%,TOTAL VCP + Partners (wired as single block),modules/Gp/views/gp mockups.html,TOTAL VCP + Partners (wired as single block),high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,ffd5a3c3-df9c-452e-8e0b-54930207f91c,gp_modules_gp_views_gp_mockups_110,gp,"$3,517,500","$3,517,500",TOTAL VCP + Partners (wired as single block),modules/Gp/views/gp mockups.html,TOTAL VCP + Partners (wired as single block),high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,0a9365f2-3f70-4c27-bebc-a4f44b5b68f2,gp_modules_gp_views_gp_mockups_111,gp,58.16%,58.16%,GRAND TOTAL RAISE,modules/Gp/views/gp mockups.html,GRAND TOTAL RAISE,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,478694f1-30dc-49e7-b9e8-c602416ad44f,gp_modules_gp_views_gp_mockups_112,gp,"$6,047,500","$6,047,500",GRAND TOTAL RAISE,modules/Gp/views/gp mockups.html,GRAND TOTAL RAISE,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,8ebeea4c-54d7-4a88-a1e2-2c24fe8ebbe4,gp_modules_gp_views_gp_mockups_113,gp,100.00%,100.00%,,modules/Gp/views/gp mockups.html,,low,No safe frontend text found automatically.,true,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes. Mapping confidence is not high; manual review recommended."
public.ingestion_data,76e20852-1fd2-4f37-bd5a-9eb3cec650d7,insurance_modules_insurance_views_insurance_command_center_oasis_trusted_001,insurance,"$29,098.71","$29,098.71",Premiums Due (2026),modules/insurance/views/insurance_command_center_oasis_trusted.html,Premiums Due (2026),high,Derived from the nearest visible card/detail label.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,6edf3e01-ef1a-40ae-9faf-fcac58e9421c,insurance_modules_insurance_views_insurance_command_center_oasis_trusted_002,insurance,"$17,764.76","$17,764.76",Escrow Balance,modules/insurance/views/insurance_command_center_oasis_trusted.html,Escrow Balance,high,Derived from the nearest visible card/detail label.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,f59b1a8e-280d-4dd9-9934-8b391ed77f7e,insurance_modules_insurance_views_insurance_command_center_oasis_trusted_003,insurance,"$11,333.95","$11,333.95",Monthly Insurance Escrow,modules/insurance/views/insurance_command_center_oasis_trusted.html,Monthly Insurance Escrow,high,Derived from the nearest visible card/detail label.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,7198b8f7-53be-4bbb-ab8b-7ba3c7e2ba1b,insurance_modules_insurance_views_insurance_command_center_oasis_trusted_004,insurance,"$16,496.85","$16,496.85",Period,modules/insurance/views/insurance_command_center_oasis_trusted.html,Period,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,a56f461d-8111-413a-855f-66162a8533c7,insurance_modules_insurance_views_insurance_command_center_oasis_trusted_005,insurance,"$20,353.19","$20,353.19",Insured Building Value,modules/insurance/views/insurance_command_center_oasis_trusted.html,Insured Building Value,high,Derived from the nearest visible card/detail label.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,4b03f935-f196-4b19-984a-24b25b9c08e6,insurance_modules_insurance_views_insurance_command_center_oasis_trusted_006,insurance,"$8,500.00","$8,500.00",Property - Primary Multi-Peril,modules/insurance/views/insurance_command_center_oasis_trusted.html,Property - Primary Multi-Peril,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,70ac361f-4dae-4277-8998-c1ecfba1731b,insurance_modules_insurance_views_insurance_command_center_oasis_trusted_007,insurance,"$15,216,508","$15,216,508",Property - Excess Multi-Peril,modules/insurance/views/insurance_command_center_oasis_trusted.html,Property - Excess Multi-Peril,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,7d01aa6a-e451-4e78-ab75-4bc9adf348f2,insurance_modules_insurance_views_insurance_command_center_oasis_trusted_008,insurance,"$13,542,295","$13,542,295",General Liability,modules/insurance/views/insurance_command_center_oasis_trusted.html,General Liability,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
public.ingestion_data,112f1fbe-b922-4bd7-8000-4c38dc5cbc3e,insurance_modules_insurance_views_insurance_command_center_oasis_trusted_009,insurance,"$40,144","$40,144",Umbrella / Excess Liability,modules/insurance/views/insurance_command_center_oasis_trusted.html,Umbrella / Excess Liability,high,Derived from visible table row and column headers.,false,"Low runtime risk: app logic uses metric_key, not label, for reads and updates. Medium operational risk: extract-ingestion-data.mjs regenerates label and reseeding/upsert by metric_key would overwrite manual DB changes."
